volts,time,
2275,12:37:55:428,
2154,12:37:55:433,
2097,12:37:55:438,
2287,12:37:55:443,
2075,12:37:55:448,
2151,12:37:55:453,
2015,12:37:55:458,
2229,12:37:55:463,
2032,12:37:55:468,
2114,12:37:55:473,
2331,12:37:55:478,
2234,12:37:55:483,
2128,12:37:55:488,
2417,12:37:55:493,
2701,12:37:55:498,
2411,12:37:55:503,
2223,12:37:55:507,
2559,12:37:55:513,
2471,12:37:55:519,
2330,12:37:55:522,
2662,12:37:55:528,
2453,12:37:55:533,
2503,12:37:55:538,
2541,12:37:55:543,
2351,12:37:55:550,
2405,12:37:55:553,
2143,12:37:55:558,
2201,12:37:55:563,
2133,12:37:55:568,
2064,12:37:55:572,
2374,12:37:55:578,
2283,12:37:55:583,
2250,12:37:55:587,
2431,12:37:55:593,
3943,12:37:55:598,
2487,12:37:55:603,
2429,12:37:55:611,
2523,12:37:55:613,
2627,12:37:55:618,
2479,12:37:55:623,
2595,12:37:55:628,
2371,12:37:55:633,
2256,12:37:55:638,
2002,12:37:55:643,
2315,12:37:55:648,
2597,12:37:55:653,
2391,12:37:55:658,
2527,12:37:55:663,
2559,12:37:55:667,
2487,12:37:55:674,
2549,12:37:55:678,
2370,12:37:55:683,
2433,12:37:55:688,
2510,12:37:55:693,
2383,12:37:55:698,
2479,12:37:55:704,
2309,12:37:55:708,
2439,12:37:55:713,
2473,12:37:55:718,
2359,12:37:55:723,
2531,12:37:55:728,
2370,12:37:55:736,
2387,12:37:55:738,
2419,12:37:55:743,
2341,12:37:55:748,
2391,12:37:55:753,
2315,12:37:55:758,
2459,12:37:55:763,
2373,12:37:55:768,
2285,12:37:55:773,
2455,12:37:55:778,
2293,12:37:55:783,
2375,12:37:55:788,
1818,12:37:55:793,
2079,12:37:55:798,
2091,12:37:55:803,
1970,12:37:55:808,
2233,12:37:55:813,
2127,12:37:55:818,
2097,12:37:55:823,
2183,12:37:55:829,
2095,12:37:55:833,
2167,12:37:55:838,
2253,12:37:55:843,
2105,12:37:55:848,
2199,12:37:55:853,
2018,12:37:55:860,
2127,12:37:55:863,
2159,12:37:55:868,
2073,12:37:55:873,
2143,12:37:55:878,
1973,12:37:55:883,
1994,12:37:55:888,
2225,12:37:55:893,
2064,12:37:55:898,
2031,12:37:55:903,
2095,12:37:55:908,
2080,12:37:55:913,
2073,12:37:55:918,
1962,12:37:55:923,
2437,12:37:55:928,
2443,12:37:55:933,
2433,12:37:55:938,
2559,12:37:55:943,
2418,12:37:55:948,
2315,12:37:55:954,
2107,12:37:55:958,
2334,12:37:55:963,
2195,12:37:55:967,
2085,12:37:55:972,
2319,12:37:55:978,
2221,12:37:55:985,
2399,12:37:55:988,
2559,12:37:55:993,
2401,12:37:55:998,
2431,12:37:56:003,
2399,12:37:56:008,
2400,12:37:56:013,
1529,12:37:56:018,
1911,12:37:56:023,
2316,12:37:56:028,
2242,12:37:56:034,
2309,12:37:56:037,
2443,12:37:56:042,
2454,12:37:56:048,
2559,12:37:56:052,
2394,12:37:56:058,
2551,12:37:56:062,
2559,12:37:56:068,
2539,12:37:56:072,
2542,12:37:56:077,
2365,12:37:56:082,
2405,12:37:56:087,
2415,12:37:56:093,
2269,12:37:56:097,
2527,12:37:56:103,
2293,12:37:56:109,
2495,12:37:56:113,
2469,12:37:56:117,
2376,12:37:56:123,
2476,12:37:56:128,
2283,12:37:56:133,
2239,12:37:56:140,
2272,12:37:56:143,
2161,12:37:56:148,
2167,12:37:56:153,
2021,12:37:56:157,
2282,12:37:56:162,
2096,12:37:56:168,
1940,12:37:56:172,
2351,12:37:56:177,
2198,12:37:56:182,
2182,12:37:56:188,
2271,12:37:56:193,
2115,12:37:56:198,
1919,12:37:56:203,
1984,12:37:56:208,
2001,12:37:56:213,
1869,12:37:56:218,
1807,12:37:56:223,
2143,12:37:56:228,
2020,12:37:56:234,
2020,12:37:56:238,
2385,12:37:56:243,
2190,12:37:56:248,
2094,12:37:56:253,
2087,12:37:56:258,
2167,12:37:56:267,
2291,12:37:56:268,
2157,12:37:56:273,
2271,12:37:56:278,
2185,12:37:56:283,
2245,12:37:56:288,
2395,12:37:56:293,
3255,12:37:56:298,
2163,12:37:56:303,
1875,12:37:56:308,
2000,12:37:56:313,
1636,12:37:56:318,
1647,12:37:56:323,
1814,12:37:56:328,
1616,12:37:56:333,
1603,12:37:56:338,
1839,12:37:56:343,
1735,12:37:56:348,
1473,12:37:56:353,
1440,12:37:56:359,
1717,12:37:56:363,
1397,12:37:56:368,
1451,12:37:56:373,
1727,12:37:56:378,
1489,12:37:56:383,
1507,12:37:56:389,
1875,12:37:56:393,
1814,12:37:56:398,
1582,12:37:56:404,
1930,12:37:56:408,
1977,12:37:56:413,
1664,12:37:56:418,
1686,12:37:56:423,
2147,12:37:56:428,
1851,12:37:56:433,
1740,12:37:56:438,
1930,12:37:56:443,
1872,12:37:56:448,
1719,12:37:56:453,
1883,12:37:56:458,
2217,12:37:56:463,
1872,12:37:56:469,
1986,12:37:56:473,
2431,12:37:56:479,
2909,12:37:56:483,
2301,12:37:56:488,
2419,12:37:56:493,
2551,12:37:56:498,
2245,12:37:56:502,
1839,12:37:56:507,
2191,12:37:56:516,
2279,12:37:56:519,
2250,12:37:56:523,
2835,12:37:56:528,
2434,12:37:56:533,
2322,12:37:56:538,
2895,12:37:56:543,
2631,12:37:56:548,
2436,12:37:56:553,
2646,12:37:56:559,
2894,12:37:56:562,
2483,12:37:56:567,
2427,12:37:56:572,
2737,12:37:56:577,
2295,12:37:56:582,
2295,12:37:56:587,
2134,12:37:56:592,
2197,12:37:56:597,
1917,12:37:56:603,
2002,12:37:56:608,
2187,12:37:56:613,
1903,12:37:56:617,
1954,12:37:56:624,
2367,12:37:56:627,
2039,12:37:56:632,
1916,12:37:56:642,
3199,12:37:56:643,
2895,12:37:56:647,
2359,12:37:56:652,
2327,12:37:56:658,
2719,12:37:56:663,
2281,12:37:56:668,
2288,12:37:56:673,
2559,12:37:56:678,
2250,12:37:56:684,
2226,12:37:56:688,
2899,12:37:56:693,
2759,12:37:56:698,
3283,12:37:56:704,
3276,12:37:56:708,
3483,12:37:56:713,
3057,12:37:56:718,
2854,12:37:56:723,
3195,12:37:56:728,
3119,12:37:56:734,
2973,12:37:56:738,
3229,12:37:56:743,
3019,12:37:56:748,
2629,12:37:56:753,
2448,12:37:56:758,
2429,12:37:56:765,
2283,12:37:56:768,
2047,12:37:56:772,
2259,12:37:56:777,
1844,12:37:56:782,
1744,12:37:56:787,
2064,12:37:56:792,
1947,12:37:56:798,
1927,12:37:56:803,
2066,12:37:56:808,
2799,12:37:56:812,
1997,12:37:56:817,
1840,12:37:56:822,
2415,12:37:56:827,
2896,12:37:56:832,
1930,12:37:56:837,
2838,12:37:56:842,
2739,12:37:56:848,
2319,12:37:56:852,
1969,12:37:56:859,
2246,12:37:56:862,
1940,12:37:56:867,
1959,12:37:56:873,
2651,12:37:56:877,
2255,12:37:56:882,
2192,12:37:56:890,
2103,12:37:56:892,
2000,12:37:56:898,
1744,12:37:56:902,
1808,12:37:56:907,
2001,12:37:56:912,
1619,12:37:56:918,
1717,12:37:56:922,
2327,12:37:56:928,
2035,12:37:56:932,
1957,12:37:56:937,
2587,12:37:56:943,
2483,12:37:56:948,
1646,12:37:56:953,
1995,12:37:56:958,
2065,12:37:56:963,
2007,12:37:56:968,
1955,12:37:56:973,
2215,12:37:56:978,
1914,12:37:56:984,
1905,12:37:56:988,
2682,12:37:56:992,
2559,12:37:56:997,
2263,12:37:57:002,
1973,12:37:57:007,
2743,12:37:57:012,
2618,12:37:57:018,
2482,12:37:57:023,
3039,12:37:57:027,
2479,12:37:57:033,
2399,12:37:57:037,
2454,12:37:57:043,
2327,12:37:57:048,
1919,12:37:57:053,
2069,12:37:57:058,
2383,12:37:57:063,
2112,12:37:57:068,
1935,12:37:57:073,
2289,12:37:57:078,
1952,12:37:57:083,
1999,12:37:57:088,
2647,12:37:57:093,
2550,12:37:57:098,
2653,12:37:57:103,
2842,12:37:57:110,
2877,12:37:57:113,
2683,12:37:57:118,
2548,12:37:57:122,
2928,12:37:57:127,
2685,12:37:57:132,
2515,12:37:57:140,
3263,12:37:57:142,
2771,12:37:57:147,
2691,12:37:57:152,
3143,12:37:57:157,
3191,12:37:57:162,
2963,12:37:57:167,
2734,12:37:57:172,
3019,12:37:57:178,
2775,12:37:57:183,
2739,12:37:57:187,
3135,12:37:57:192,
2949,12:37:57:197,
3071,12:37:57:204,
2962,12:37:57:207,
3071,12:37:57:212,
2778,12:37:57:217,
2607,12:37:57:222,
2867,12:37:57:227,
2789,12:37:57:233,
2859,12:37:57:237,
2845,12:37:57:242,
2635,12:37:57:247,
2267,12:37:57:252,
2060,12:37:57:257,
2222,12:37:57:264,
1936,12:37:57:269,
1889,12:37:57:273,
2346,12:37:57:278,
1779,12:37:57:283,
1687,12:37:57:288,
2255,12:37:57:297,
1935,12:37:57:297,
1887,12:37:57:303,
1698,12:37:57:307,
1873,12:37:57:312,
1563,12:37:57:317,
1648,12:37:57:322,
1874,12:37:57:327,
1637,12:37:57:332,
1616,12:37:57:337,
1840,12:37:57:343,
1781,12:37:57:347,
1677,12:37:57:352,
1924,12:37:57:358,
1955,12:37:57:362,
1786,12:37:57:367,
1793,12:37:57:372,
2137,12:37:57:377,
1920,12:37:57:382,
1840,12:37:57:390,
2135,12:37:57:393,
2012,12:37:57:397,
1852,12:37:57:402,
1850,12:37:57:407,
1984,12:37:57:412,
1612,12:37:57:419,
1639,12:37:57:423,
1971,12:37:57:428,
1697,12:37:57:433,
1742,12:37:57:438,
2000,12:37:57:443,
1920,12:37:57:448,
1758,12:37:57:453,
1825,12:37:57:458,
1982,12:37:57:463,
1718,12:37:57:468,
1814,12:37:57:473,
2191,12:37:57:478,
2071,12:37:57:483,
2131,12:37:57:488,
2663,12:37:57:493,
2539,12:37:57:498,
2192,12:37:57:503,
2246,12:37:57:508,
2287,12:37:57:515,
3103,12:37:57:518,
2623,12:37:57:523,
3153,12:37:57:528,
2529,12:37:57:533,
2422,12:37:57:538,
3115,12:37:57:544,
2703,12:37:57:548,
2454,12:37:57:553,
2919,12:37:57:558,
2667,12:37:57:563,
2267,12:37:57:568,
2254,12:37:57:576,
2293,12:37:57:578,
1872,12:37:57:583,
1664,12:37:57:588,
2767,12:37:57:593,
2635,12:37:57:598,
2223,12:37:57:603,
1798,12:37:57:609,
2199,12:37:57:613,
1934,12:37:57:618,
1967,12:37:57:623,
2342,12:37:57:628,
1975,12:37:57:633,
1959,12:37:57:638,
2383,12:37:57:642,
2250,12:37:57:647,
1983,12:37:57:652,
2095,12:37:57:657,
3163,12:37:57:662,
3295,12:37:57:671,
2919,12:37:57:672,
3615,12:37:57:677,
3255,12:37:57:683,
3367,12:37:57:687,
3409,12:37:57:692,
2999,12:37:57:697,
2619,12:37:57:702,
2354,12:37:57:707,
2481,12:37:57:712,
2218,12:37:57:718,
1516,12:37:57:722,
2176,12:37:57:728,
1911,12:37:57:733,
1862,12:37:57:737,
2093,12:37:57:742,
1989,12:37:57:747,
2085,12:37:57:753,
2203,12:37:57:757,
2107,12:37:57:764,
3379,12:37:57:767,
2559,12:37:57:772,
2711,12:37:57:778,
2327,12:37:57:782,
2211,12:37:57:788,
2253,12:37:57:794,
2103,12:37:57:797,
1891,12:37:57:803,
2079,12:37:57:808,
2231,12:37:57:812,
1840,12:37:57:818,
1870,12:37:57:823,
2385,12:37:57:828,
2419,12:37:57:833,
2348,12:37:57:838,
3293,12:37:57:843,
2830,12:37:57:848,
2511,12:37:57:853,
2943,12:37:57:858,
2943,12:37:57:863,
2555,12:37:57:868,
2397,12:37:57:873,
2431,12:37:57:878,
2091,12:37:57:883,
1856,12:37:57:889,
2399,12:37:57:893,
2239,12:37:57:898,
2067,12:37:57:903,
2165,12:37:57:908,
3099,12:37:57:913,
2373,12:37:57:919,
2223,12:37:57:923,
3535,12:37:57:928,
2437,12:37:57:932,
2241,12:37:57:937,
2614,12:37:57:942,
2647,12:37:57:947,
2363,12:37:57:952,
2287,12:37:57:957,
2401,12:37:57:962,
1990,12:37:57:967,
1984,12:37:57:972,
2387,12:37:57:977,
2559,12:37:57:982,
2391,12:37:57:988,
2931,12:37:57:992,
2559,12:37:57:997,
2482,12:37:58:002,
2319,12:37:58:007,
2395,12:37:58:013,
2079,12:37:58:018,
1936,12:37:58:023,
3143,12:37:58:028,
2325,12:37:58:032,
2271,12:37:58:038,
2559,12:37:58:045,
2487,12:37:58:048,
2479,12:37:58:053,
2831,12:37:58:058,
2790,12:37:58:062,
2413,12:37:58:067,
2283,12:37:58:074,
2723,12:37:58:078,
2215,12:37:58:082,
1940,12:37:58:087,
2339,12:37:58:092,
2162,12:37:58:097,
2024,12:37:58:102,
2399,12:37:58:107,
2639,12:37:58:112,
1939,12:37:58:117,
1831,12:37:58:123,
2106,12:37:58:127,
1731,12:37:58:133,
1863,12:37:58:138,
2045,12:37:58:143,
1983,12:37:58:148,
1983,12:37:58:153,
2385,12:37:58:158,
2559,12:37:58:163,
2608,12:37:58:168,
2423,12:37:58:173,
2630,12:37:58:178,
2597,12:37:58:183,
2517,12:37:58:188,
2622,12:37:58:193,
2383,12:37:58:199,
2433,12:37:58:203,
2507,12:37:58:208,
2367,12:37:58:213,
2288,12:37:58:217,
1607,12:37:58:222,
2282,12:37:58:229,
2080,12:37:58:232,
2082,12:37:58:237,
2160,12:37:58:242,
1967,12:37:58:247,
1781,12:37:58:252,
1788,12:37:58:257,
1943,12:37:58:262,
2128,12:37:58:268,
2014,12:37:58:272,
2103,12:37:58:277,
1765,12:37:58:282,
1813,12:37:58:288,
2475,12:37:58:292,
2471,12:37:58:297,
2939,12:37:58:302,
3051,12:37:58:311,
3024,12:37:58:313,
2775,12:37:58:318,
2559,12:37:58:322,
3119,12:37:58:328,
2771,12:37:58:332,
2533,12:37:58:337,
2891,12:37:58:343,
2559,12:37:58:348,
2613,12:37:58:353,
2619,12:37:58:358,
2775,12:37:58:362,
2325,12:37:58:368,
2221,12:37:58:373,
2703,12:37:58:378,
2320,12:37:58:383,
2258,12:37:58:387,
2217,12:37:58:392,
2093,12:37:58:397,
2083,12:37:58:402,
2104,12:37:58:407,
2189,12:37:58:412,
2106,12:37:58:417,
2001,12:37:58:422,
2743,12:37:58:427,
2175,12:37:58:433,
744,12:37:58:437,
2497,12:37:58:442,
3120,12:37:58:447,
2241,12:37:58:452,
2018,12:37:58:457,
2295,12:37:58:462,
4095,12:37:58:467,
2598,12:37:58:472,
2767,12:37:58:479,
2795,12:37:58:482,
2934,12:37:58:487,
2989,12:37:58:492,
3025,12:37:58:497,
3103,12:37:58:502,
2907,12:37:58:507,
2993,12:37:58:512,
2923,12:37:58:517,
2839,12:37:58:523,
2865,12:37:58:527,
2723,12:37:58:532,
2775,12:37:58:538,
2775,12:37:58:543,
2765,12:37:58:547,
2736,12:37:58:553,
2607,12:37:58:558,
2631,12:37:58:563,
2655,12:37:58:568,
2641,12:37:58:573,
2706,12:37:58:578,
2559,12:37:58:583,
2663,12:37:58:588,
2615,12:37:58:593,
2541,12:37:58:598,
2661,12:37:58:603,
2519,12:37:58:608,
2615,12:37:58:613,
2559,12:37:58:620,
2513,12:37:58:623,
2549,12:37:58:628,
2361,12:37:58:632,
2543,12:37:58:637,
2463,12:37:58:642,
2411,12:37:58:647,
2477,12:37:58:652,
2303,12:37:58:657,
2453,12:37:58:665,
2431,12:37:58:667,
2445,12:37:58:672,
2407,12:37:58:677,
2320,12:37:58:682,
2463,12:37:58:687,
2387,12:37:58:692,
2383,12:37:58:697,
2407,12:37:58:702,
2264,12:37:58:707,
2364,12:37:58:712,
2417,12:37:58:717,
2351,12:37:58:722,
2138,12:37:58:727,
2063,12:37:58:732,
2174,12:37:58:737,
2219,12:37:58:742,
2246,12:37:58:747,
2273,12:37:58:752,
2055,12:37:58:758,
2222,12:37:58:762,
2207,12:37:58:767,
1961,12:37:58:772,
2214,12:37:58:777,
2127,12:37:58:782,
2262,12:37:58:787,
2211,12:37:58:792,
2182,12:37:58:797,
2263,12:37:58:802,
2085,12:37:58:807,
2231,12:37:58:812,
2217,12:37:58:817,
2221,12:37:58:822,
2224,12:37:58:827,
2102,12:37:58:832,
2253,12:37:58:837,
2193,12:37:58:842,
2247,12:37:58:847,
2295,12:37:58:852,
2110,12:37:58:857,
2192,12:37:58:862,
2194,12:37:58:867,
2215,12:37:58:872,
2191,12:37:58:877,
2127,12:37:58:883,
2231,12:37:58:888,
2225,12:37:58:892,
2212,12:37:58:900,
2235,12:37:58:903,
2126,12:37:58:907,
2167,12:37:58:912,
2225,12:37:58:917,
2227,12:37:58:923,
2241,12:37:58:927,
2112,12:37:58:933,
2303,12:37:58:938,
2231,12:37:58:943,
2215,12:37:58:948,
2275,12:37:58:953,
2118,12:37:58:958,
2231,12:37:58:963,
2230,12:37:58:968,
2215,12:37:58:973,
2195,12:37:58:978,
1983,12:37:58:982,
2261,12:37:58:987,
2212,12:37:58:993,
2140,12:37:58:997,
2272,12:37:59:002,
2129,12:37:59:007,
2164,12:37:59:012,
2224,12:37:59:017,
2211,12:37:59:022,
2241,12:37:59:027,
2115,12:37:59:032,
2269,12:37:59:037,
2249,12:37:59:042,
2275,12:37:59:047,
2336,12:37:59:052,
2187,12:37:59:057,
2251,12:37:59:062,
2243,12:37:59:067,
2239,12:37:59:072,
2243,12:37:59:077,
2118,12:37:59:082,
2245,12:37:59:089,
2231,12:37:59:092,
2209,12:37:59:097,
2303,12:37:59:102,
2078,12:37:59:107,
2227,12:37:59:112,
2224,12:37:59:118,
2187,12:37:59:122,
2203,12:37:59:127,
2027,12:37:59:135,
2096,12:37:59:137,
2160,12:37:59:142,
2067,12:37:59:147,
1957,12:37:59:152,
1989,12:37:59:157,
2154,12:37:59:162,
2110,12:37:59:167,
2003,12:37:59:172,
2179,12:37:59:177,
2230,12:37:59:182,
2352,12:37:59:187,
2286,12:37:59:192,
2288,12:37:59:197,
2261,12:37:59:202,
2127,12:37:59:207,
2288,12:37:59:212,
2095,12:37:59:217,
2271,12:37:59:222,
2297,12:37:59:229,
2178,12:37:59:232,
2547,12:37:59:237,
2455,12:37:59:242,
2397,12:37:59:247,
2498,12:37:59:252,
2359,12:37:59:257,
2443,12:37:59:262,
2447,12:37:59:267,
2420,12:37:59:272,
2399,12:37:59:277,
2271,12:37:59:282,
2419,12:37:59:287,
2367,12:37:59:292,
2371,12:37:59:297,
2413,12:37:59:302,
2137,12:37:59:308,
2209,12:37:59:312,
2192,12:37:59:317,
2192,12:37:59:322,
2206,12:37:59:327,
2055,12:37:59:332,
2213,12:37:59:337,
2207,12:37:59:343,
2262,12:37:59:348,
2183,12:37:59:354,
2137,12:37:59:357,
2254,12:37:59:362,
2254,12:37:59:367,
2191,12:37:59:372,
2239,12:37:59:377,
2076,12:37:59:382,
2187,12:37:59:387,
2227,12:37:59:392,
2192,12:37:59:400,
2243,12:37:59:402,
2042,12:37:59:407,
2210,12:37:59:412,
2204,12:37:59:417,
2134,12:37:59:422,
2228,12:37:59:427,
2043,12:37:59:432,
2112,12:37:59:437,
2239,12:37:59:442,
2307,12:37:59:448,
2256,12:37:59:452,
2098,12:37:59:457,
2269,12:37:59:462,
2255,12:37:59:467,
2161,12:37:59:473,
2255,12:37:59:478,
2137,12:37:59:482,
2275,12:37:59:488,
2277,12:37:59:494,
2295,12:37:59:497,
2257,12:37:59:503,
2126,12:37:59:507,
2226,12:37:59:512,
2129,12:37:59:517,
2067,12:37:59:522,
2231,12:37:59:527,
2087,12:37:59:532,
2175,12:37:59:537,
2274,12:37:59:542,
2269,12:37:59:547,
2195,12:37:59:552,
2114,12:37:59:557,
2183,12:37:59:562,
2078,12:37:59:567,
1953,12:37:59:572,
2099,12:37:59:577,
2039,12:37:59:582,
1997,12:37:59:587,
2138,12:37:59:592,
2007,12:37:59:597,
1979,12:37:59:602,
1855,12:37:59:607,
2010,12:37:59:612,
1930,12:37:59:617,
1791,12:37:59:622,
2191,12:37:59:627,
1819,12:37:59:634,
1861,12:37:59:637,
2309,12:37:59:642,
2193,12:37:59:647,
2251,12:37:59:653,
2227,12:37:59:657,
2598,12:37:59:662,
2554,12:37:59:667,
2417,12:37:59:672,
2507,12:37:59:678,
2384,12:37:59:682,
2559,12:37:59:688,
2531,12:37:59:692,
2423,12:37:59:697,
2367,12:37:59:703,
2346,12:37:59:708,
2417,12:37:59:713,
2335,12:37:59:717,
2211,12:37:59:722,
2298,12:37:59:728,
2111,12:37:59:732,
2063,12:37:59:737,
2321,12:37:59:742,
2270,12:37:59:747,
2237,12:37:59:752,
2161,12:37:59:757,
2259,12:37:59:762,
2082,12:37:59:767,
1904,12:37:59:773,
2267,12:37:59:778,
2018,12:37:59:782,
1939,12:37:59:788,
2277,12:37:59:792,
2065,12:37:59:797,
2043,12:37:59:803,
2096,12:37:59:808,
2160,12:37:59:813,
2243,12:37:59:818,
1776,12:37:59:821,
2271,12:37:59:827,
1946,12:37:59:832,
1898,12:37:59:837,
2107,12:37:59:842,
1914,12:37:59:847,
1865,12:37:59:852,
2161,12:37:59:857,
2182,12:37:59:862,
2047,12:37:59:867,
1582,12:37:59:872,
2233,12:37:59:878,
2198,12:37:59:882,
2145,12:37:59:887,
2352,12:37:59:893,
2160,12:37:59:897,
2865,12:37:59:902,
2505,12:37:59:907,
2640,12:37:59:914,
2693,12:37:59:917,
2491,12:37:59:922,
2665,12:37:59:927,
2359,12:37:59:933,
2295,12:37:59:937,
2636,12:37:59:942,
2485,12:37:59:946,
2635,12:37:59:952,
2555,12:37:59:957,
2702,12:37:59:962,
2675,12:37:59:967,
2559,12:37:59:972,
2559,12:37:59:977,
2431,12:37:59:982,
2379,12:37:59:987,
2559,12:37:59:992,
2401,12:37:59:997,
2529,12:38:00:002,
2416,12:38:00:007,
2609,12:38:00:012,
2555,12:38:00:017,
2447,12:38:00:022,
2535,12:38:00:027,
2332,12:38:00:032,
2431,12:38:00:037,
2523,12:38:00:042,
2435,12:38:00:047,
2543,12:38:00:054,
2415,12:38:00:057,
2512,12:38:00:062,
2446,12:38:00:067,
2327,12:38:00:072,
2455,12:38:00:077,
2209,12:38:00:082,
2271,12:38:00:087,
2125,12:38:00:092,
2035,12:38:00:097,
2086,12:38:00:102,
2095,12:38:00:107,
2192,12:38:00:112,
2160,12:38:00:117,
2031,12:38:00:122,
2240,12:38:00:127,
2151,12:38:00:132,
2215,12:38:00:137,
2387,12:38:00:142,
2511,12:38:00:147,
2369,12:38:00:152,
2331,12:38:00:157,
2467,12:38:00:162,
2418,12:38:00:167,
2282,12:38:00:172,
2445,12:38:00:177,
2247,12:38:00:182,
2256,12:38:00:187,
2271,12:38:00:194,
2209,12:38:00:197,
2191,12:38:00:202,
2089,12:38:00:207,
2158,12:38:00:212,
2151,12:38:00:217,
2007,12:38:00:222,
2303,12:38:00:227,
2159,12:38:00:232,
2223,12:38:00:236,
2319,12:38:00:241,
2194,12:38:00:246,
2096,12:38:00:252,
2036,12:38:00:258,
2113,12:38:00:262,
2066,12:38:00:267,
1923,12:38:00:272,
2160,12:38:00:277,
2259,12:38:00:282,
3511,12:38:00:287,
2611,12:38:00:292,
2503,12:38:00:297,
2615,12:38:00:302,
2409,12:38:00:307,
2514,12:38:00:312,
2559,12:38:00:317,
2501,12:38:00:322,
2541,12:38:00:327,
2407,12:38:00:332,
2541,12:38:00:337,
2435,12:38:00:342,
2448,12:38:00:347,
2522,12:38:00:352,
2279,12:38:00:357,
2391,12:38:00:362,
2398,12:38:00:367,
2288,12:38:00:372,
2443,12:38:00:378,
2256,12:38:00:382,
2339,12:38:00:387,
2128,12:38:00:392,
2193,12:38:00:400,
2275,12:38:00:402,
2069,12:38:00:407,
2096,12:38:00:412,
1895,12:38:00:417,
1798,12:38:00:422,
2159,12:38:00:427,
1943,12:38:00:432,
1924,12:38:00:437,
2151,12:38:00:442,
1969,12:38:00:447,
1983,12:38:00:452,
1936,12:38:00:457,
1903,12:38:00:462,
2352,12:38:00:467,
2251,12:38:00:472,
3575,12:38:00:477,
2382,12:38:00:482,
2463,12:38:00:487,
1256,12:38:00:493,
2027,12:38:00:497,
2069,12:38:00:502,
2201,12:38:00:507,
2399,12:38:00:511,
2416,12:38:00:517,
2273,12:38:00:522,
2559,12:38:00:527,
2417,12:38:00:532,
2403,12:38:00:539,
2549,12:38:00:542,
2480,12:38:00:547,
2543,12:38:00:552,
2419,12:38:00:557,
2511,12:38:00:562,
2503,12:38:00:566,
2447,12:38:00:572,
2503,12:38:00:576,
2335,12:38:00:581,
2370,12:38:00:586,
2331,12:38:00:591,
2175,12:38:00:597,
1922,12:38:00:602,
2145,12:38:00:607,
2289,12:38:00:612,
2237,12:38:00:618,
2125,12:38:00:622,
2254,12:38:00:627,
2135,12:38:00:632,
2237,12:38:00:637,
2339,12:38:00:642,
2511,12:38:00:647,
2535,12:38:00:652,
2398,12:38:00:657,
2484,12:38:00:662,
2679,12:38:00:667,
2367,12:38:00:672,
2411,12:38:00:677,
2241,12:38:00:682,
2305,12:38:00:687,
2165,12:38:00:692,
2078,12:38:00:697,
2177,12:38:00:702,
2043,12:38:00:707,
2175,12:38:00:712,
2288,12:38:00:717,
2175,12:38:00:722,
2302,12:38:00:727,
2166,12:38:00:732,
2221,12:38:00:737,
2095,12:38:00:742,
2449,12:38:00:747,
2535,12:38:00:752,
2279,12:38:00:759,
2308,12:38:00:762,
902,12:38:00:767,
1990,12:38:00:772,
2243,12:38:00:777,
2125,12:38:00:782,
2219,12:38:00:787,
2387,12:38:00:792,
2555,12:38:00:797,
2445,12:38:00:802,
2390,12:38:00:807,
2478,12:38:00:812,
2448,12:38:00:817,
2363,12:38:00:822,
2448,12:38:00:827,
2261,12:38:00:832,
2383,12:38:00:837,
2455,12:38:00:842,
2415,12:38:00:847,
2438,12:38:00:852,
2333,12:38:00:857,
2441,12:38:00:862,
2478,12:38:00:867,
2374,12:38:00:872,
2383,12:38:00:877,
2291,12:38:00:882,
2363,12:38:00:887,
2427,12:38:00:892,
2431,12:38:00:899,
2399,12:38:00:902,
2246,12:38:00:907,
1807,12:38:00:912,
2123,12:38:00:916,
2023,12:38:00:922,
2224,12:38:00:927,
2013,12:38:00:931,
2043,12:38:00:936,
2254,12:38:00:941,
2192,12:38:00:946,
2205,12:38:00:951,
2027,12:38:00:956,
2608,12:38:00:961,
2112,12:38:00:966,
2001,12:38:00:971,
2301,12:38:00:977,
2150,12:38:00:982,
2287,12:38:00:986,
2323,12:38:00:992,
3367,12:38:00:996,
2352,12:38:01:001,
2245,12:38:01:007,
2371,12:38:01:012,
2061,12:38:01:016,
2064,12:38:01:023,
2273,12:38:01:027,
2179,12:38:01:032,
2309,12:38:01:037,
2352,12:38:01:042,
2523,12:38:01:047,
2552,12:38:01:052,
2371,12:38:01:057,
2477,12:38:01:062,
2443,12:38:01:069,
2401,12:38:01:072,
2423,12:38:01:077,
2288,12:38:01:082,
2370,12:38:01:087,
2397,12:38:01:092,
2355,12:38:01:097,
2421,12:38:01:102,
2151,12:38:01:107,
2396,12:38:01:112,
2368,12:38:01:117,
2290,12:38:01:122,
2147,12:38:01:127,
2047,12:38:01:132,
2211,12:38:01:137,
2235,12:38:01:142,
2237,12:38:01:147,
2224,12:38:01:152,
1932,12:38:01:157,
2017,12:38:01:162,
2066,12:38:01:167,
2021,12:38:01:172,
2253,12:38:01:177,
2085,12:38:01:182,
2197,12:38:01:187,
2249,12:38:01:192,
2160,12:38:01:197,
2151,12:38:01:202,
2127,12:38:01:207,
2253,12:38:01:211,
2335,12:38:01:216,
2149,12:38:01:221,
2263,12:38:01:226,
2192,12:38:01:231,
2254,12:38:01:236,
2335,12:38:01:241,
2483,12:38:01:246,
2559,12:38:01:251,
